"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Percentage change (yearly) All property types","Percentage change (monthly) All property types","House price index All property types","Sales volume All property types","Average price Detached houses","Percentage change (yearly) Detached houses","Percentage change (monthly) Detached houses","House price index Detached houses","Average price Semi-detached houses","Percentage change (yearly) Semi-detached houses","Percentage change (monthly) Semi-detached houses","House price index Semi-detached houses","Average price Terraced houses","Percentage change (yearly) Terraced houses","Percentage change (monthly) Terraced houses","House price index Terraced houses","Average price Flats and maisonettes","Percentage change (yearly) Flats and maisonettes","Percentage change (monthly) Flats and maisonettes","House price index Flats and maisonettes","Average price First-time buyers","Percentage change (yearly) First-time buyers","Percentage change (monthly) First-time buyers","House price index First-time buyers","Average price Former owner-occupiers","Percentage change (yearly) Former owner-occupiers","Percentage change (monthly) Former owner-occupiers","House price index Former owner-occupiers","Average price Cash purchases","Percentage change (yearly) Cash purchases","Percentage change (monthly) Cash purchases","House price index Cash purchases","Sales volume Cash purchases","Average price Mortgage purchases","Percentage change (yearly) Mortgage purchases","Percentage change (monthly) Mortgage purchases","House price index Mortgage purchases","Sales volume Mortgage purchases","Average price New build","Percentage change (yearly) New build","Percentage change (monthly) New build","House price index New build","Sales volume New build","Average price Existing properties","Percentage change (yearly) Existing properties","Percentage change (monthly) Existing properties","House price index Existing properties","Sales volume Existing properties","Pivotable date"
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-01,,quarterly,51067,1.5,-0.9,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-02,,quarterly,51067,1.5,-0.9,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-03,,quarterly,51067,1.5,-0.9,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-04,,quarterly,51617,1.2,1.1,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-05,,quarterly,51617,1.2,1.1,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-06,,quarterly,51617,1.2,1.1,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-07,,quarterly,52066,0.4,0.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-08,,quarterly,52066,0.4,0.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-09,,quarterly,52066,0.4,0.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-10,,quarterly,51367,-0.3,-1.3,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-11,,quarterly,51367,-0.3,-1.3,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-12,,quarterly,51367,-0.3,-1.3,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-01,,quarterly,52116,2.1,1.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-02,,quarterly,52116,2.1,1.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-03,,quarterly,52116,2.1,1.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-04,,quarterly,52166,1.1,0.1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-05,,quarterly,52166,1.1,0.1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-06,,quarterly,52166,1.1,0.1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-07,,quarterly,54215,4.1,3.9,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-08,,quarterly,54215,4.1,3.9,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-09,,quarterly,54215,4.1,3.9,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-10,,quarterly,55164,7.4,1.8,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-11,,quarterly,55164,7.4,1.8,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-12,,quarterly,55164,7.4,1.8,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-01,,quarterly,55914,7.3,1.4,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-02,,quarterly,55914,7.3,1.4,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-03,,quarterly,55914,7.3,1.4,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-04,,quarterly,57063,9.4,2.1,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-05,,quarterly,57063,9.4,2.1,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-06,,quarterly,57063,9.4,2.1,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-07,,quarterly,59961,10.6,5.1,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-08,,quarterly,59961,10.6,5.1,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-09,,quarterly,59961,10.6,5.1,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-10,,quarterly,59511,7.9,-0.7,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-11,,quarterly,59511,7.9,-0.7,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-12,,quarterly,59511,7.9,-0.7,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-01,,quarterly,61010,9.1,2.5,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-02,,quarterly,61010,9.1,2.5,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-03,,quarterly,61010,9.1,2.5,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-04,,quarterly,64258,12.6,5.3,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-05,,quarterly,64258,12.6,5.3,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-06,,quarterly,64258,12.6,5.3,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-07,,quarterly,67057,11.8,4.4,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-08,,quarterly,67057,11.8,4.4,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-09,,quarterly,67057,11.8,4.4,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-10,,quarterly,66757,12.2,-0.4,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-11,,quarterly,66757,12.2,-0.4,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-12,,quarterly,66757,12.2,-0.4,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-01,,quarterly,67157,10.1,0.6,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-02,,quarterly,67157,10.1,0.6,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-03,,quarterly,67157,10.1,0.6,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-04,,quarterly,70005,8.9,4.2,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-05,,quarterly,70005,8.9,4.2,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-06,,quarterly,70005,8.9,4.2,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-07,,quarterly,74102,10.5,5.9,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-08,,quarterly,74102,10.5,5.9,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-09,,quarterly,74102,10.5,5.9,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-10,,quarterly,76001,13.8,2.6,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-11,,quarterly,76001,13.8,2.6,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-12,,quarterly,76001,13.8,2.6,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-01,,quarterly,77950,16.1,2.6,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-02,,quarterly,77950,16.1,2.6,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-03,,quarterly,77950,16.1,2.6,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-04,,quarterly,82197,17.4,5.4,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-05,,quarterly,82197,17.4,5.4,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-06,,quarterly,82197,17.4,5.4,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-07,,quarterly,83746,13.0,1.9,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-08,,quarterly,83746,13.0,1.9,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-09,,quarterly,83746,13.0,1.9,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-10,,quarterly,86244,13.5,3.0,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-11,,quarterly,86244,13.5,3.0,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-12,,quarterly,86244,13.5,3.0,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-01,,quarterly,85794,10.1,-0.5,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-02,,quarterly,85794,10.1,-0.5,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-03,,quarterly,85794,10.1,-0.5,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-04,,quarterly,88892,8.1,3.6,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-05,,quarterly,88892,8.1,3.6,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-06,,quarterly,88892,8.1,3.6,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-07,,quarterly,92090,10.0,3.6,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-08,,quarterly,92090,10.0,3.6,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-09,,quarterly,92090,10.0,3.6,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-10,,quarterly,90242,4.6,-2.0,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-11,,quarterly,90242,4.6,-2.0,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-12,,quarterly,90242,4.6,-2.0,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-01,,monthly,89928,4.8,-0.3,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-02,,monthly,93190,8.6,3.6,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-03,,monthly,96451,12.4,3.5,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-04,,monthly,97756,10.0,1.4,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-05,,monthly,100272,12.8,2.6,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-06,,monthly,104372,17.4,4.1,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-07,,monthly,105211,14.2,0.8,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-08,,monthly,107541,16.8,2.2,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-09,,monthly,110150,19.6,2.4,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-10,,monthly,110989,23.0,0.8,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-11,,monthly,112107,24.2,1.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-12,,monthly,115835,28.4,3.3,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-01,,monthly,114996,27.9,-0.7,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-02,,monthly,113785,22.1,-1.1,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-03,,monthly,116208,20.5,2.1,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-04,,monthly,119003,21.7,2.4,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-05,,monthly,118164,17.8,-0.7,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-06,,monthly,118444,13.5,0.2,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-07,,monthly,120494,14.5,1.7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-08,,monthly,122638,14.0,1.8,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-09,,monthly,122265,11.0,-0.3,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-10,,monthly,124408,12.1,1.8,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-11,,monthly,123010,9.7,-1.1,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-12,,monthly,125433,8.3,2.0,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-01,,monthly,126179,9.7,0.6,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-02,,monthly,124967,9.8,-1.0,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-03,,monthly,125247,7.8,0.2,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-04,,monthly,130931,10.0,4.5,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-05,,monthly,132516,12.1,1.2,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-06,,monthly,134845,13.8,1.8,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-06-01
